Date,Time,CO mg/m3,8 hr roling avg
6/2/2011,22,0.2,0.6
6/2/2011,23,0.2,0.6
7/2/2011,0,0.2,0.6
7/2/2011,1,0.2,0.5
7/2/2011,2,0.2,0.5
7/2/2011,3,0.2,0.5
7/2/2011,4,0.2,0.4
7/2/2011,5,0.2,0.4
7/2/2011,6,0.2,0.4
7/2/2011,7,0.2,0.4
7/2/2011,8,0.2,0.4
7/2/2011,9,0.2,0.4
7/2/2011,10,0.2,0.4
7/2/2011,11,0.2,0.4
7/2/2011,12,0.2,0.4
7/2/2011,13,0.2,0.4
7/2/2011,14,0.2,0.4
7/2/2011,15,0.2,0.4
7/2/2011,16,0.2,0.4
7/2/2011,17,0.3,0.4
7/2/2011,18,0.3,0.4
7/2/2011,19,0.2,0.4
7/2/2011,20,0.2,0.4
7/2/2011,21,0.2,0.4
7/2/2011,22,0.2,0.4
7/2/2011,23,0.2,0.4
8/2/2011,0,0.1,0.4
8/2/2011,1,0.2,0.4
8/2/2011,2,0.1,0.4
8/2/2011,3,0.1,0.4
8/2/2011,4,0.2,0.4
8/2/2011,5,0.2,0.4
8/2/2011,6,0.3,0.5
8/2/2011,7,0.4,0.7
8/2/2011,8,0.7,0.9
8/2/2011,9,0.7,1
8/2/2011,10,0.6,1.1
8/2/2011,11,0.2,1.1
8/2/2011,12,0.1,1.1
8/2/2011,13,0.2,1.1
8/2/2011,14,0.2,1
8/2/2011,15,0.2,0.9
8/2/2011,16,0.2,0.8
8/2/2011,17,0.2,0.6
8/2/2011,18,0.2,0.6
8/2/2011,19,0.2,0.6
8/2/2011,20,0.2,0.6
8/2/2011,21,0.2,0.6
8/2/2011,22,0.2,0.6
8/2/2011,23,0.2,0.5
9/2/2011,0,0.2,0.5
9/2/2011,1,0.2,0.5
9/2/2011,2,0.2,0.5
9/2/2011,3,0.2,0.4
9/2/2011,4,0.2,0.4
9/2/2011,5,0.2,0.4
9/2/2011,6,0.2,0.4
9/2/2011,7,0.2,0.5
9/2/2011,8,0.2,0.5
9/2/2011,9,0.3,0.6
9/2/2011,10,0.3,0.6
9/2/2011,11,0.3,0.6
9/2/2011,12,0.2,0.6
9/2/2011,13,0.2,0.6
9/2/2011,14,0.2,0.6
9/2/2011,15,0.2,0.6
9/2/2011,16,0.2,0.6
9/2/2011,17,0.4,0.5
9/2/2011,18,0.3,0.5
9/2/2011,19,0.3,0.5
9/2/2011,20,0.2,0.6
9/2/2011,21,0.2,0.5
9/2/2011,22,0.2,0.5
9/2/2011,23,0.2,0.5
10/2/2011,0,0.2,0.5
10/2/2011,1,0.2,0.5
10/2/2011,2,0.2,0.5
10/2/2011,3,0.2,0.5
10/2/2011,4,0.2,0.4
10/2/2011,5,0.2,0.4
10/2/2011,6,0.2,0.4
10/2/2011,7,0.2,0.4
10/2/2011,8,0.3,0.5
10/2/2011,9,0.4,0.6
10/2/2011,10,0.4,0.6
10/2/2011,11,0.3,0.6
10/2/2011,12,0.2,0.6
10/2/2011,13,0.2,0.6
10/2/2011,14,0.2,0.6
10/2/2011,15,0.2,0.5
10/2/2011,16,0.2,0.5
10/2/2011,17,0.2,0.5
10/2/2011,18,0.3,0.4
10/2/2011,19,0.2,0.5
10/2/2011,20,0.2,0.5
10/2/2011,21,0.2,0.5
10/2/2011,22,0.2,0.5
10/2/2011,23,0.2,0.5
11/2/2011,0,0.2,0.4
11/2/2011,1,0.2,0.4
11/2/2011,2,0.2,0.4
11/2/2011,3,0.2,0.4
11/2/2011,4,0.2,0.4
11/2/2011,5,0.2,0.4
11/2/2011,6,0.2,0.4
11/2/2011,7,0.2,0.4
11/2/2011,8,0.2,0.4
11/2/2011,9,0.2,0.4
11/2/2011,10,0.2,0.4
11/2/2011,11,0.2,0.4
11/2/2011,12,0.3,0.5
11/2/2011,13,0.3,0.5
11/2/2011,14,0.3,0.6
11/2/2011,15,0.3,0.6
11/2/2011,16,0.3,0.6
11/2/2011,17,0.3,0.7
11/2/2011,18,0.3,0.7
11/2/2011,19,0.3,0.7
11/2/2011,20,0.2,0.7
11/2/2011,21,0.2,0.7
11/2/2011,22,0.2,0.6
11/2/2011,23,0.2,0.6
12/2/2011,0,0.2,0.6
12/2/2011,1,0.2,0.5
12/2/2011,2,0.2,0.5
12/2/2011,3,0.2,0.4
12/2/2011,4,0.2,0.4
12/2/2011,5,0.2,0.4
12/2/2011,6,0.2,0.4
12/2/2011,7,0.1,0.4
12/2/2011,8,0.2,0.4
12/2/2011,9,0.2,0.4
12/2/2011,10,0.2,0.4
12/2/2011,11,0.1,0.4
12/2/2011,12,0.1,0.4
12/2/2011,13,0.1,0.4
12/2/2011,14,0.1,0.3
12/2/2011,15,0.1,0.3
12/2/2011,16,0.1,0.3
12/2/2011,17,0.1,0.3
12/2/2011,18,0.1,0.3
12/2/2011,19,0.2,0.3
12/2/2011,20,0.2,0.3
12/2/2011,21,0.2,0.3
12/2/2011,22,0.2,0.4
12/2/2011,23,0.2,0.4
13/02/2011,0,0.2,0.4
13/02/2011,1,0.2,0.4
13/02/2011,2,0.2,0.4
13/02/2011,3,0.2,0.4
13/02/2011,4,0.2,0.4
13/02/2011,5,0.2,0.4
13/02/2011,6,0.2,0.4
13/02/2011,7,0.2,0.4
13/02/2011,8,0.2,0.4
13/02/2011,9,0.2,0.3
13/02/2011,10,0.2,0.3
13/02/2011,11,0.2,0.3
13/02/2011,12,0.2,0.3
13/02/2011,13,0.2,0.3
13/02/2011,14,0.2,0.3
13/02/2011,15,0.2,0.3
13/02/2011,16,0.2,0.3
13/02/2011,17,0.2,0.3
13/02/2011,18,0.2,0.4
13/02/2011,19,0.2,0.4
13/02/2011,20,0.2,0.4
13/02/2011,21,0.4,0.5
13/02/2011,22,0.4,0.7
13/02/2011,23,0.5,0.8
14/02/2011,0,0.5,0.9
14/02/2011,1,0.3,0.9
14/02/2011,2,0.1,0.9
14/02/2011,3,0.1,0.8
14/02/2011,4,0.1,0.8
14/02/2011,5,0.1,0.7
14/02/2011,6,0.1,0.5
14/02/2011,7,0.1,0.4
14/02/2011,8,0.1,0.3
14/02/2011,9,0.2,0.3
14/02/2011,10,0.1,0.3
14/02/2011,11,0.2,0.4
14/02/2011,12,0.1,0.4
14/02/2011,13,0.1,0.4
14/02/2011,14,0.1,0.4
14/02/2011,15,0.1,0.4
14/02/2011,16,0.2,0.4
14/02/2011,17,0.2,0.4
14/02/2011,18,0.3,0.4
14/02/2011,19,0.2,0.4
14/02/2011,20,0.2,0.4
14/02/2011,21,0.2,0.4
14/02/2011,22,0.2,0.4
14/02/2011,23,0.1,0.4
15/02/2011,0,0.1,0.4
15/02/2011,1,0.1,0.4
15/02/2011,2,0.1,0.4
15/02/2011,3,0.1,0.3
15/02/2011,4,0.1,0.3
15/02/2011,5,0.1,0.3
15/02/2011,6,0.1,0.3
15/02/2011,7,0.1,0.3
15/02/2011,8,0.1,0.4
15/02/2011,9,0.1,0.4
15/02/2011,10,0.1,0.4
15/02/2011,11,0.1,0.5
15/02/2011,12,0.2,0.5
15/02/2011,13,0.2,0.6
15/02/2011,14,0.2,0.6
15/02/2011,15,0.2,0.6
15/02/2011,16,0.2,0.6
15/02/2011,17,0.2,0.7
15/02/2011,18,0.3,0.7
15/02/2011,19,0.3,0.7
15/02/2011,20,0.2,0.7
15/02/2011,21,0.1,0.6
15/02/2011,22,0.1,0.6
15/02/2011,23,0.1,0.5
16/02/2011,0,0.1,0.5
16/02/2011,1,0.1,0.4
16/02/2011,2,0.1,0.4
16/02/2011,3,0.1,0.4
16/02/2011,4,0.1,0.4
16/02/2011,5,0.1,0.3
16/02/2011,6,0.2,0.4
16/02/2011,7,0.2,0.6
16/02/2011,8,0.4,0.7
16/02/2011,9,0.4,0.8
16/02/2011,10,0.2,0.8
16/02/2011,11,0.2,0.8
16/02/2011,12,0.2,0.9
16/02/2011,13,0.1,0.9
16/02/2011,14,0.2,0.9
16/02/2011,15,0.2,0.7
16/02/2011,16,0.2,0.6
16/02/2011,17,0.3,0.6
16/02/2011,18,0.3,0.6
16/02/2011,19,0.2,0.6
16/02/2011,20,0.2,0.6
16/02/2011,21,0.2,0.5
16/02/2011,22,0.2,0.5
16/02/2011,23,0.2,0.4
17/02/2011,0,0.2,0.4
17/02/2011,1,0.2,0.4
17/02/2011,2,0.2,0.4
17/02/2011,3,0.2,0.4
17/02/2011,4,0.2,0.4
17/02/2011,5,0.2,0.4
17/02/2011,6,0.2,0.4
17/02/2011,7,0.2,0.4
17/02/2011,8,0.2,0.5
17/02/2011,9,0.3,0.6
17/02/2011,10,0.4,0.6
17/02/2011,11,0.3,0.6
17/02/2011,12,0.2,0.6
17/02/2011,13,0.2,0.6
17/02/2011,14,0.3,0.7
17/02/2011,15,0.3,0.7
17/02/2011,16,0.3,0.7
17/02/2011,17,0.3,0.7
17/02/2011,18,0.3,0.7
17/02/2011,19,0.3,0.7
17/02/2011,20,0.3,0.7
17/02/2011,21,0.3,0.8
17/02/2011,22,0.3,0.7
17/02/2011,23,0.4,0.8
18/02/2011,0,0.5,0.9
18/02/2011,1,0.6,1
18/02/2011,2,0.5,1
18/02/2011,3,0.3,1
18/02/2011,4,0.2,0.9
18/02/2011,5,0.2,0.8
18/02/2011,6,0.2,0.8
18/02/2011,7,0.2,0.7
18/02/2011,8,0.2,0.6
18/02/2011,9,0.2,0.6
18/02/2011,10,0.2,0.5
18/02/2011,11,0.2,0.6
18/02/2011,12,0.2,0.6
18/02/2011,13,0.2,0.6
18/02/2011,14,0.2,0.7
18/02/2011,15,0.2,0.7
18/02/2011,16,0.2,0.7
18/02/2011,17,0.2,0.7
18/02/2011,18,0.2,0.7
18/02/2011,19,0.2,0.7
18/02/2011,20,0.2,0.7
18/02/2011,21,0.2,0.7
18/02/2011,22,0.2,0.7
18/02/2011,23,0.2,0.6
19/02/2011,0,0.2,0.6
19/02/2011,1,0.2,0.6
19/02/2011,2,0.2,0.5
19/02/2011,3,0.2,0.5
19/02/2011,4,0.2,0.5
19/02/2011,5,0.2,0.5
19/02/2011,6,0.2,0.5
19/02/2011,7,0.2,0.6
19/02/2011,8,0.2,0.7
19/02/2011,9,0.4,0.8
19/02/2011,10,0.3,0.8
19/02/2011,11,0.2,0.8
19/02/2011,12,0.2,0.8
19/02/2011,13,0.2,0.7
19/02/2011,14,0.2,0.7
19/02/2011,15,0.2,0.6
19/02/2011,16,0.2,0.5
19/02/2011,17,0.2,0.5
19/02/2011,18,0.3,0.4
19/02/2011,19,0.3,0.5
19/02/2011,20,0.4,0.6
19/02/2011,21,0.7,0.7
19/02/2011,22,0.4,0.7
19/02/2011,23,0.2,0.7
20/02/2011,0,0.2,0.7
20/02/2011,1,0.2,0.7
20/02/2011,2,0.2,0.6
20/02/2011,3,0.2,0.6
20/02/2011,4,0.2,0.5
20/02/2011,5,0.2,0.4
20/02/2011,6,0.1,0.4
20/02/2011,7,0.1,0.4
20/02/2011,8,0.2,0.4
20/02/2011,9,0.1,0.4
20/02/2011,10,0.2,0.4
20/02/2011,11,0.2,0.4
20/02/2011,12,0.2,0.4
20/02/2011,13,0.2,0.4
20/02/2011,14,0.2,0.4
20/02/2011,15,0.2,0.5
20/02/2011,16,0.2,0.5
20/02/2011,17,0.2,0.5
20/02/2011,18,0.2,0.5
20/02/2011,19,0.2,0.5
20/02/2011,20,0.2,0.5
20/02/2011,21,0.2,0.5
20/02/2011,22,0.2,0.5
20/02/2011,23,0.2,0.5
21/02/2011,0,0.2,0.5
21/02/2011,1,0.2,0.5
21/02/2011,2,0.2,0.5
21/02/2011,3,0.2,0.5
21/02/2011,4,0.2,0.5
21/02/2011,5,0.2,0.5
21/02/2011,6,0.2,0.5
21/02/2011,7,0.2,0.5
21/02/2011,8,0.2,0.5
21/02/2011,9,0.2,0.6
21/02/2011,10,0.2,0.6
21/02/2011,11,0.2,0.6
21/02/2011,12,0.2,0.6
21/02/2011,13,0.2,0.7
21/02/2011,14,0.2,0.7
21/02/2011,15,0.2,0.7
21/02/2011,16,0.2,0.7
21/02/2011,17,0.4,0.8
21/02/2011,18,0.5,0.8
21/02/2011,19,0.5,1
21/02/2011,20,0.6,1.1
21/02/2011,21,0.5,1.2
21/02/2011,22,0.4,1.3
21/02/2011,23,0.4,1.3
22/02/2011,0,0.4,1.3
22/02/2011,1,0.3,1.3
22/02/2011,2,0.2,1.2
22/02/2011,3,0.2,1
22/02/2011,4,0.2,0.9
22/02/2011,5,0.3,0.8
22/02/2011,6,0.3,0.7
22/02/2011,7,0.3,0.7
22/02/2011,8,0.4,0.8
22/02/2011,9,0.6,0.9
22/02/2011,10,0.7,1
22/02/2011,11,0.7,1.1
22/02/2011,12,0.5,1.1
22/02/2011,13,0.3,1.1
22/02/2011,14,0.2,1.1
22/02/2011,15,0.2,1.1
22/02/2011,16,0.2,1
22/02/2011,17,0.3,0.9
22/02/2011,18,0.4,0.8
22/02/2011,19,0.3,0.8
22/02/2011,20,0.2,0.8
22/02/2011,21,0.3,0.8
22/02/2011,22,0.3,0.8
22/02/2011,23,0.3,0.8
23/02/2011,0,0.2,0.7
23/02/2011,1,0.2,0.7
23/02/2011,2,0.2,0.6
23/02/2011,3,0.1,0.6
23/02/2011,4,0.2,0.5
23/02/2011,5,0.2,0.5
23/02/2011,6,0.2,0.5
23/02/2011,7,0.1,0.5
23/02/2011,8,0.2,0.5
23/02/2011,9,0.2,0.5
23/02/2011,10,0.2,0.5
23/02/2011,11,0.2,0.5
23/02/2011,12,0.2,0.5
23/02/2011,13,0.2,0.5
23/02/2011,14,0.2,0.5
23/02/2011,15,0.2,0.5
23/02/2011,16,0.2,0.5
23/02/2011,17,0.2,0.5
23/02/2011,18,0.3,0.6
23/02/2011,19,0.2,0.6
23/02/2011,20,0.2,0.6
23/02/2011,21,0.2,0.6
23/02/2011,22,0.2,0.6
23/02/2011,23,0.2,0.6
24/02/2011,0,0.2,0.6
24/02/2011,1,0.2,0.6
24/02/2011,2,0.1,0.5
24/02/2011,3,0.1,0.5
24/02/2011,4,0.1,0.5
24/02/2011,5,0.1,0.4
24/02/2011,6,0.1,0.4
24/02/2011,7,0.2,0.4
24/02/2011,8,0.2,0.4
24/02/2011,9,0.2,0.5
24/02/2011,10,0.2,0.5
24/02/2011,11,0.2,0.5
24/02/2011,12,0.2,0.5
24/02/2011,13,0.2,0.5
24/02/2011,14,0.2,0.5
24/02/2011,15,0.2,0.6
24/02/2011,16,0.2,0.6
24/02/2011,17,0.2,0.5
24/02/2011,18,0.3,0.5
24/02/2011,19,0.2,0.6
24/02/2011,20,0.3,0.6
24/02/2011,21,0.3,0.6
24/02/2011,22,0.2,0.6
24/02/2011,23,0.2,0.6
25/02/2011,0,0.2,0.5
25/02/2011,1,0.1,0.5
25/02/2011,2,0.1,0.5
25/02/2011,3,0.1,0.5
25/02/2011,4,0.1,0.4
25/02/2011,5,0.1,0.4
25/02/2011,6,0.1,0.4
25/02/2011,7,0.1,0.4
25/02/2011,8,0.2,0.4
25/02/2011,9,0.2,0.5
25/02/2011,10,0.2,0.5
25/02/2011,11,0.2,0.5
25/02/2011,12,0.2,0.5
25/02/2011,13,0.2,0.5
25/02/2011,14,0.2,0.5
25/02/2011,15,0.2,0.5
25/02/2011,16,0.2,0.5
25/02/2011,17,0.2,0.5
25/02/2011,18,0.3,0.5
25/02/2011,19,0.2,0.5
25/02/2011,20,0.2,0.5
25/02/2011,21,0.2,0.5
25/02/2011,22,0.2,0.5
25/02/2011,23,0.2,0.5
26/02/2011,0,0.2,0.5
26/02/2011,1,0.2,0.5
26/02/2011,2,0.1,0.5
26/02/2011,3,0.1,0.4
26/02/2011,4,0.1,0.4
26/02/2011,5,0.1,0.4
26/02/2011,6,0.2,0.4
26/02/2011,7,0.1,0.4
26/02/2011,8,0.2,0.4
26/02/2011,9,0.2,0.3
26/02/2011,10,0.2,0.3
26/02/2011,11,0.1,0.3
26/02/2011,12,0.1,0.3
26/02/2011,13,0.2,0.3
26/02/2011,14,0.2,0.3
26/02/2011,15,0.2,0.3
26/02/2011,16,0.2,0.3
26/02/2011,17,0.2,0.3
26/02/2011,18,0.2,0.3
26/02/2011,19,0.2,0.3
26/02/2011,20,0.2,0.4
26/02/2011,21,0.2,0.4
26/02/2011,22,0.2,0.4
26/02/2011,23,0.2,0.4
27/02/2011,0,0.2,0.4
27/02/2011,1,0.2,0.4
27/02/2011,2,0.2,0.4
27/02/2011,3,0.1,0.4
27/02/2011,4,0.1,0.4
27/02/2011,5,0.1,0.3
27/02/2011,6,0.2,0.3
27/02/2011,7,0.1,0.3
27/02/2011,8,0.1,0.3
27/02/2011,9,0.1,0.3
27/02/2011,10,0.1,0.3
27/02/2011,11,0.1,0.3
27/02/2011,12,0.1,0.3
27/02/2011,13,0.2,0.3
27/02/2011,14,0.2,0.3
27/02/2011,15,0.2,0.3
27/02/2011,16,0.2,0.3
27/02/2011,17,0.2,0.3
27/02/2011,18,0.2,0.4
27/02/2011,19,0.2,0.4
27/02/2011,20,0.2,0.4
27/02/2011,21,0.2,0.5
27/02/2011,22,0.2,0.5
27/02/2011,23,0.2,0.5
28/02/2011,0,0.2,0.5
28/02/2011,1,0.2,0.6
28/02/2011,2,0.2,0.5
28/02/2011,3,0.2,0.5
28/02/2011,4,0.2,0.5
28/02/2011,5,0.2,0.5
28/02/2011,6,0.2,0.5
28/02/2011,7,0.2,0.5
28/02/2011,8,0.2,0.5
28/02/2011,9,0.4,0.5
28/02/2011,10,0.3,0.5
28/02/2011,11,0.2,0.5
28/02/2011,12,0.2,0.5
28/02/2011,13,0.2,0.6
28/02/2011,14,0.2,0.6
28/02/2011,15,0.2,0.6
28/02/2011,16,0.2,0.5
28/02/2011,17,0.2,0.5
28/02/2011,18,0.2,0.5
28/02/2011,19,0.2,0.5
28/02/2011,20,0.2,0.6
28/02/2011,21,0.3,0.5
28/02/2011,22,0.3,0.5
28/02/2011,23,0.2,0.5
1/3/2011,0,0.2,0.5
1/3/2011,1,0.3,0.5
1/3/2011,2,0.4,0.6
1/3/2011,3,0.3,0.5
1/3/2011,4,0.2,0.6
1/3/2011,5,0.3,0.6
1/3/2011,6,0.3,0.7
1/3/2011,7,0.3,0.8
1/3/2011,8,0.5,0.9
1/3/2011,9,0.5,0.9
1/3/2011,10,0.6,0.9
1/3/2011,11,0.5,0.9
1/3/2011,12,0.2,0.9
1/3/2011,13,0.2,0.8
1/3/2011,14,0.2,0.7
1/3/2011,15,0.2,0.6
1/3/2011,16,0.2,0.5
1/3/2011,17,0.2,0.5
1/3/2011,18,0.3,0.5
1/3/2011,19,0.3,0.6
1/3/2011,20,0.3,0.6
1/3/2011,21,0.3,0.8
1/3/2011,22,0.4,1
1/3/2011,23,0.6,1.1
2/3/2011,0,0.5,1.2
2/3/2011,1,0.7,1.3
2/3/2011,2,0.6,1.4
2/3/2011,3,0.6,1.4
2/3/2011,4,0.4,1.4
2/3/2011,5,0.3,1.3
2/3/2011,6,0.2,1.2
2/3/2011,7,0.3,1.1
2/3/2011,8,0.3,1
2/3/2011,9,0.6,0.9
2/3/2011,10,0.5,0.9
2/3/2011,11,0.3,0.8
2/3/2011,12,0.2,0.8
2/3/2011,13,0.2,0.7
2/3/2011,14,0.2,0.6
2/3/2011,15,0.2,0.5
2/3/2011,16,0.2,0.5
2/3/2011,17,0.2,0.5
2/3/2011,18,0.3,0.5
2/3/2011,19,0.3,0.5
2/3/2011,20,0.2,0.6
2/3/2011,21,0.3,0.7
2/3/2011,22,0.6,0.8
2/3/2011,23,0.7,0.9
3/3/2011,0,0.6,1.1
3/3/2011,1,0.9,1.3
3/3/2011,2,0.8,1.4
3/3/2011,3,0.6,1.5
3/3/2011,4,0.5,1.6
3/3/2011,5,0.5,1.6
3/3/2011,6,0.5,1.7
3/3/2011,7,0.6,1.6
3/3/2011,8,0.6,1.4
3/3/2011,9,0.5,1.2
3/3/2011,10,0.2,1.1
3/3/2011,11,0.2,1
3/3/2011,12,0.2,0.8
3/3/2011,13,0.2,0.7
3/3/2011,14,0.2,0.6
3/3/2011,15,0.2,0.5
3/3/2011,16,0.2,0.5
3/3/2011,17,0.2,0.5
3/3/2011,18,0.2,0.5
3/3/2011,19,0.2,0.5
3/3/2011,20,0.2,0.5
3/3/2011,21,0.2,0.5
3/3/2011,22,0.2,0.5
3/3/2011,23,0.2,0.6
4/3/2011,0,0.3,0.6
4/3/2011,1,0.3,0.6
4/3/2011,2,0.3,0.6
4/3/2011,3,0.3,0.6
4/3/2011,4,0.3,0.6
4/3/2011,5,0.2,0.5
4/3/2011,6,0.2,0.5
4/3/2011,7,0.2,0.5
4/3/2011,8,0.2,0.5
4/3/2011,9,0.2,0.5
4/3/2011,10,0.2,0.5
4/3/2011,11,0.2,0.5
4/3/2011,12,0.2,0.5
4/3/2011,13,0.2,0.5
4/3/2011,14,0.2,0.5
4/3/2011,15,0.2,0.5
4/3/2011,16,0.3,0.5
4/3/2011,17,0.2,0.5
4/3/2011,18,0.2,0.6
4/3/2011,19,0.2,0.6
4/3/2011,20,0.2,0.5
4/3/2011,21,0.2,0.5
4/3/2011,22,0.2,0.4
4/3/2011,23,0.2,0.4
5/3/2011,0,0.2,0.4
5/3/2011,1,0.2,0.4
5/3/2011,2,0.2,0.4
5/3/2011,3,0.2,0.5
5/3/2011,4,0.2,0.5
5/3/2011,5,0.2,0.5
5/3/2011,6,0.2,0.5
5/3/2011,7,0.2,0.5
5/3/2011,8,0.2,0.5
5/3/2011,9,0.2,0.5
5/3/2011,10,0.2,0.5
5/3/2011,11,0.2,0.4
5/3/2011,12,0.2,0.4
5/3/2011,13,0.2,0.4
5/3/2011,14,0.2,0.4
5/3/2011,15,0.2,0.4
5/3/2011,16,0.2,0.4
5/3/2011,17,0.2,0.4
5/3/2011,18,0.2,0.4
5/3/2011,19,0.2,0.4
5/3/2011,20,0.2,0.4
5/3/2011,21,0.2,0.4
5/3/2011,22,0.2,0.4
5/3/2011,23,0.2,0.4
6/3/2011,0,0.2,0.4
6/3/2011,1,0.2,0.4
6/3/2011,2,0.2,0.4
6/3/2011,3,0.2,0.4
6/3/2011,4,0.2,0.4
6/3/2011,5,0.1,0.3
6/3/2011,6,0.1,0.3
6/3/2011,7,0.1,0.3
6/3/2011,8,0.1,0.3
6/3/2011,9,0.1,0.3
6/3/2011,10,0.1,0.3
6/3/2011,11,0.1,0.3
6/3/2011,12,0.1,0.3
6/3/2011,13,0.1,0.4
6/3/2011,14,0.1,0.4
6/3/2011,15,0.1,0.4
6/3/2011,16,0.2,0.4
6/3/2011,17,0.2,0.4
6/3/2011,18,0.2,0.4
6/3/2011,19,0.2,0.4
6/3/2011,20,0.2,0.5
6/3/2011,21,0.2,0.5
6/3/2011,22,0.2,0.6
6/3/2011,23,0.2,0.7
7/3/2011,0,0.4,0.8
7/3/2011,1,0.4,0.9
7/3/2011,2,0.6,1
7/3/2011,3,0.4,1
7/3/2011,4,0.4,1.1
7/3/2011,5,0.4,1.1
7/3/2011,6,0.4,1.1
7/3/2011,7,0.3,1.1
7/3/2011,8,0.4,1
7/3/2011,9,0.3,0.9
7/3/2011,10,0.2,0.8
7/3/2011,11,0.2,0.7
7/3/2011,12,0.2,0.7
7/3/2011,13,0.2,0.6
7/3/2011,14,0.2,0.6
7/3/2011,15,0.2,0.5
7/3/2011,16,0.2,0.5
7/3/2011,17,0.3,0.6
7/3/2011,18,0.2,0.6
7/3/2011,19,0.2,0.7
7/3/2011,20,0.2,0.8
7/3/2011,21,0.3,1
7/3/2011,22,0.5,1
7/3/2011,23,0.6,1.1
8/3/2011,0,0.4,1.1
8/3/2011,1,0.4,1.1
8/3/2011,2,0.4,1.1
8/3/2011,3,0.2,1
8/3/2011,4,0.2,0.8
8/3/2011,5,0.2,0.6
8/3/2011,6,0.2,0.6
8/3/2011,7,0.2,0.6
8/3/2011,8,0.3,0.6
8/3/2011,9,0.3,0.5
8/3/2011,10,0.2,0.5
8/3/2011,11,0.2,0.5
8/3/2011,12,0.2,0.5
8/3/2011,13,0.2,0.5
8/3/2011,14,0.2,0.5
8/3/2011,15,0.2,0.4
8/3/2011,16,0.2,0.4
8/3/2011,17,0.2,0.4
8/3/2011,18,0.2,0.4
8/3/2011,19,0.2,0.4
8/3/2011,20,0.2,0.4
8/3/2011,21,0.2,0.4
8/3/2011,22,0.2,0.4
8/3/2011,23,0.1,0.4
9/3/2011,0,0.1,0.4
9/3/2011,1,0.1,0.4
9/3/2011,2,0.1,0.3
9/3/2011,3,0.1,0.3
9/3/2011,4,0.1,0.3
9/3/2011,5,0.1,0.3
9/3/2011,6,0.1,0.3
9/3/2011,7,0.1,0.3
9/3/2011,8,0.1,0.3
9/3/2011,9,0.2,0.3
9/3/2011,10,0.1,0.3
9/3/2011,11,0.2,0.3
9/3/2011,12,0.1,0.3
9/3/2011,13,0.2,0.3
9/3/2011,14,0.1,0.3
9/3/2011,15,0.2,0.3
9/3/2011,16,0.2,0.3
9/3/2011,17,0.2,0.3
9/3/2011,18,0.2,0.3
9/3/2011,19,0.2,0.3
9/3/2011,20,0.2,0.3
9/3/2011,21,0.2,0.3
9/3/2011,22,0.1,0.3
9/3/2011,23,0.1,0.3
10/3/2011,0,0.1,0.3
10/3/2011,1,0.1,0.3
10/3/2011,2,0.1,0.3
10/3/2011,3,0.1,0.3
10/3/2011,4,0.1,0.3
10/3/2011,5,0.1,0.3
10/3/2011,6,0.1,0.3
10/3/2011,7,0.1,0.3
10/3/2011,8,0.1,0.3
10/3/2011,9,0.2,0.3
10/3/2011,10,0.2,0.3
10/3/2011,11,0.2,0.3
10/3/2011,12,Zero Air,0.3
10/3/2011,13,Zero Air,0.3
10/3/2011,14,0.2,0.3
10/3/2011,15,0.2,0.3
10/3/2011,16,0.2,0.3
10/3/2011,17,0.2,0.3
10/3/2011,18,0.2,0.3
10/3/2011,19,0.2,0.3
10/3/2011,20,0.2,0.3
10/3/2011,21,0.2,0.3
10/3/2011,22,0.2,0.3
10/3/2011,23,0.2,0.3
11/3/2011,0,0.1,0.3
11/3/2011,1,0.1,0.3
11/3/2011,2,0.1,0.3
11/3/2011,3,0.1,0.3
11/3/2011,4,0.1,0.3
11/3/2011,5,0.1,0.3
11/3/2011,6,0.1,0.3
11/3/2011,7,0.1,0.3
11/3/2011,8,0.2,0.3
11/3/2011,9,0.2,0.4
11/3/2011,10,0.2,0.4
11/3/2011,11,0.2,0.4
11/3/2011,12,Cal,0.4
11/3/2011,13,Cal,0.5
11/3/2011,14,0.2,0.5
11/3/2011,15,0.1,0.5
11/3/2011,16,0.1,0.5
11/3/2011,17,0.2,0.5
11/3/2011,18,0.1,0.5
11/3/2011,19,0.2,0.5
11/3/2011,20,0.2,0.5
11/3/2011,21,0.2,0.5
11/3/2011,22,0.2,0.5
11/3/2011,23,0.1,0.5
12/3/2011,0,0.1,0.5
12/3/2011,1,0.1,0.4
12/3/2011,2,0.1,0.4
12/3/2011,3,0.1,0.4
12/3/2011,4,0.1,0.3
12/3/2011,5,0.1,0.3
12/3/2011,6,0.1,0.3
12/3/2011,7,0.1,0.3
12/3/2011,8,0.1,0.4
12/3/2011,9,0.1,0.4
12/3/2011,10,0.1,0.4
12/3/2011,11,0.1,0.4
12/3/2011,12,0.1,0.4
12/3/2011,13,0.1,0.4
12/3/2011,14,0.1,0.4
12/3/2011,15,0.1,0.4
12/3/2011,16,0.1,0.4
12/3/2011,17,0.1,0.4
12/3/2011,18,0.1,0.4
12/3/2011,19,0.1,0.4
12/3/2011,20,0.1,0.4
12/3/2011,21,0.1,0.4
12/3/2011,22,0.1,0.4
12/3/2011,23,0.1,0.4
13/03/2011,0,0.1,0.4
13/03/2011,1,0.1,0.4
13/03/2011,2,0.1,0.4
13/03/2011,3,0.1,0.3
13/03/2011,4,0.1,0.3
13/03/2011,5,0.1,0.3
