Please provide hourly results  in mg/m3 of CO monitoring conducted in Dublin City by completing the table below. ,,,,,,,,,
The 8 hour rolling averages will calculate automatically. ,,,,,,,,,
Please provide a flag number (see comment for list) for the data entered if possible. The comment field is optional.,,,,,,,,,
Please indicate if any of the stations listed below have been removed from the network.,,,,,,,,,
Dublin City Council,,,,,,,,,
Site,,           Wood Quay (Winetavern St.),,,,         Coleraine Street,,,
Date,Time,CO mg/m3,8 hr roling avg,Flag,Comment,CO mg/m3,8 hr roling avg,Flag,Comment
31/12/2012,17.00,,#DIV/0!,,,,#DIV/0!,,
15/01/2012,22.00,Below detection limit,#DIV/0!,3,,0.5,0.6,2,
15/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.4,0.6,2,
16/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.4,0.6,2,
16/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.4,0.6,2,
16/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
16/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
16/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
16/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
16/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
16/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
16/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
16/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.6,0.4,2,
16/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.7,0.5,2,
16/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.6,0.5,2,
16/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.8,0.6,2,
16/01/2012,13.00,Below detection limit,#DIV/0!,3,,1.0,0.6,2,
16/01/2012,14.00,Below detection limit,#DIV/0!,3,,0.9,0.7,2,
16/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.7,0.7,2,
16/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.6,0.7,2,
16/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.8,0.8,2,
16/01/2012,18.00,-0.1,-0.1,2,,0.6,0.8,2,
16/01/2012,19.00,Below detection limit,-0.1,3,,0.6,0.8,2,
16/01/2012,20.00,Below detection limit,-0.1,3,,0.6,0.7,2,
16/01/2012,21.00,Below detection limit,-0.1,3,,0.5,0.7,2,
16/01/2012,22.00,Below detection limit,-0.1,3,,0.6,0.6,2,
16/01/2012,23.00,Below detection limit,-0.1,3,,0.5,0.6,2,
17/01/2012,0.00,Below detection limit,-0.1,3,,0.4,0.6,2,
17/01/2012,1.00,Below detection limit,-0.1,3,,0.4,0.5,2,
17/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.3,0.5,2,
17/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
17/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
17/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
17/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
17/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
17/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.8,0.4,2,
17/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.8,0.5,2,
17/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.9,0.6,2,
17/01/2012,11.00,Below detection limit,#DIV/0!,3,,1.0,0.6,2,
17/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.9,0.7,2,
17/01/2012,13.00,Below detection limit,#DIV/0!,3,,1.0,0.8,2,
17/01/2012,14.00,Below detection limit,#DIV/0!,3,,1.1,0.9,2,
17/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.8,0.9,2,
17/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.8,0.9,2,
17/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.8,0.9,2,
17/01/2012,18.00,Below detection limit,#DIV/0!,3,,0.8,0.9,2,
17/01/2012,19.00,Below detection limit,#DIV/0!,3,,0.8,0.9,2,
17/01/2012,20.00,Below detection limit,#DIV/0!,3,,0.8,0.9,2,
17/01/2012,21.00,Below detection limit,#DIV/0!,3,,0.7,0.8,2,
17/01/2012,22.00,Below detection limit,#DIV/0!,3,,0.7,0.8,2,
17/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.4,0.7,2,
18/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.4,0.7,2,
18/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.4,0.6,2,
18/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.4,0.6,2,
18/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
18/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
18/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
18/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
18/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
18/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
18/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.6,0.4,2,
18/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
18/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
18/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
18/01/2012,13.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
18/01/2012,14.00,Below detection limit,#DIV/0!,3,,0.5,0.5,2,
18/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.5,0.5,2,
18/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.5,0.5,2,
18/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.6,0.5,2,
18/01/2012,18.00,Below detection limit,#DIV/0!,3,,0.7,0.5,2,
18/01/2012,19.00,Below detection limit,#DIV/0!,3,,0.6,0.5,2,
18/01/2012,20.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
18/01/2012,21.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
18/01/2012,22.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
18/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
19/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.3,0.5,2,
19/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
19/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
19/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
19/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
19/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
19/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
19/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
19/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
19/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
19/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
19/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
19/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
19/01/2012,13.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
19/01/2012,14.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
19/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.2,0.4,2,
19/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
19/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
19/01/2012,18.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
19/01/2012,19.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
19/01/2012,20.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
19/01/2012,21.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
19/01/2012,22.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
19/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.1,0.2,2,
20/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
20/01/2012,13.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
20/01/2012,14.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
20/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
20/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
20/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
20/01/2012,18.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
20/01/2012,19.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
20/01/2012,20.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
20/01/2012,21.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
20/01/2012,22.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
20/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
21/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
21/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
21/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
21/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
21/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
21/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
21/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
21/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
21/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
21/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
21/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.1,0.2,2,
21/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
21/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.1,0.2,2,
21/01/2012,13.00,Below detection limit,#DIV/0!,3,,0.1,0.2,2,
21/01/2012,14.00,Below detection limit,#DIV/0!,3,,0.1,0.2,2,
21/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
21/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.2,0.1,2,
21/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.1,0.1,2,
21/01/2012,18.00,Below detection limit,#DIV/0!,3,,0.2,0.1,2,
21/01/2012,19.00,Below detection limit,#DIV/0!,3,,0.2,0.1,2,
21/01/2012,20.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
21/01/2012,21.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
21/01/2012,22.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
21/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
22/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.1,0.2,2,
22/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.1,0.2,2,
22/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.1,0.2,2,
22/01/2012,13.00,Below detection limit,#DIV/0!,3,,0.1,0.1,2,
22/01/2012,14.00,Below detection limit,#DIV/0!,3,,0.1,0.1,2,
22/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.2,0.1,2,
22/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.2,0.1,2,
22/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.3,0.1,2,
22/01/2012,18.00,Below detection limit,#DIV/0!,3,,0.4,0.2,2,
22/01/2012,19.00,Below detection limit,#DIV/0!,3,,0.4,0.2,2,
22/01/2012,20.00,Below detection limit,#DIV/0!,3,,0.4,0.2,2,
22/01/2012,21.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
22/01/2012,22.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
22/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
23/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
23/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
23/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
23/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
23/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
23/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
23/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
23/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
23/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.5,0.3,2,
23/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
23/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
23/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
23/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
23/01/2012,13.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
23/01/2012,14.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
23/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
23/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.6,0.4,2,
23/01/2012,17.00,-0.2,-0.2,2,,0.8,0.4,2,
23/01/2012,18.00,-0.1,-0.1,2,,0.8,0.5,2,
23/01/2012,19.00,-0.1,-0.1,2,,0.9,0.5,2,
23/01/2012,20.00,Below detection limit,-0.1,3,,0.9,0.6,2,
23/01/2012,21.00,-0.1,-0.1,2,,0.7,0.7,2,
23/01/2012,22.00,-0.2,-0.1,2,,0.6,0.7,2,
23/01/2012,23.00,Below detection limit,-0.1,3,,0.6,0.7,2,
24/01/2012,0.00,Below detection limit,-0.1,3,,0.8,0.8,2,
24/01/2012,1.00,Below detection limit,-0.1,3,,0.7,0.7,2,
24/01/2012,2.00,Below detection limit,-0.1,3,,0.3,0.7,2,
24/01/2012,3.00,Below detection limit,-0.1,3,,0.2,0.6,2,
24/01/2012,4.00,Below detection limit,-0.1,3,,0.3,0.5,2,
24/01/2012,5.00,Below detection limit,-0.2,3,,0.3,0.5,2,
24/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
24/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
24/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
24/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
24/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
24/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
24/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
24/01/2012,13.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
24/01/2012,14.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
24/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.6,0.4,2,
24/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
24/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.6,0.4,2,
24/01/2012,18.00,Below detection limit,#DIV/0!,3,,0.5,0.5,2,
24/01/2012,19.00,Below detection limit,#DIV/0!,3,,0.5,0.5,2,
24/01/2012,20.00,Below detection limit,#DIV/0!,3,,0.5,0.5,2,
24/01/2012,21.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
24/01/2012,22.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
24/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
25/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
25/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
25/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
25/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
25/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
25/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
25/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
25/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.6,0.3,2,
25/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.8,0.4,2,
25/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.8,0.5,2,
25/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.7,0.5,2,
25/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.8,0.6,2,
25/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.9,0.7,2,
25/01/2012,13.00,Below detection limit,#DIV/0!,3,,1.1,0.8,2,
25/01/2012,14.00,Below detection limit,#DIV/0!,3,,1.1,0.8,2,
25/01/2012,15.00,Below detection limit,#DIV/0!,3,,1.0,0.9,2,
25/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.8,0.9,2,
25/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.5,0.9,2,
25/01/2012,18.00,Below detection limit,#DIV/0!,3,,0.5,0.8,2,
25/01/2012,19.00,Below detection limit,#DIV/0!,3,,0.4,0.8,2,
25/01/2012,20.00,Below detection limit,#DIV/0!,3,,0.5,0.7,2,
25/01/2012,21.00,Below detection limit,#DIV/0!,3,,0.5,0.7,2,
25/01/2012,22.00,Below detection limit,#DIV/0!,3,,0.4,0.6,2,
25/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
26/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
26/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
26/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
26/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
26/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
26/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
26/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
26/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.6,0.4,2,
26/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
26/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
26/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
26/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
26/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
26/01/2012,13.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
26/01/2012,14.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
26/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
26/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
26/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
26/01/2012,18.00,Below detection limit,#DIV/0!,3,,0.4,0.3,2,
26/01/2012,19.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
26/01/2012,20.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
26/01/2012,21.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
26/01/2012,22.00,Below detection limit,#DIV/0!,3,,0.2,0.4,2,
26/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
27/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
27/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
27/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
27/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
27/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
27/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
27/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
27/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
27/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
27/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
27/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
27/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
27/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.2,0.2,2,
27/01/2012,13.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
27/01/2012,14.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
27/01/2012,15.00,Below detection limit,#DIV/0!,3,,0.2,0.3,2,
27/01/2012,16.00,Below detection limit,#DIV/0!,3,,0.3,0.2,2,
27/01/2012,17.00,Below detection limit,#DIV/0!,3,,0.3,0.3,2,
27/01/2012,18.00,0.1,0.1,2,,0.4,0.3,2,
27/01/2012,19.00,Below detection limit,0.1,3,,0.4,0.3,2,
27/01/2012,20.00,Below detection limit,0.1,3,,0.4,0.3,2,
27/01/2012,21.00,Below detection limit,0.1,3,,0.6,0.3,2,
27/01/2012,22.00,Below detection limit,0.1,3,,0.5,0.4,2,
27/01/2012,23.00,Below detection limit,0.1,3,,0.4,0.4,2,
28/01/2012,0.00,Below detection limit,0.1,3,,0.5,0.4,2,
28/01/2012,1.00,Below detection limit,0.1,3,,0.4,0.4,2,
28/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
28/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
28/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
28/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
28/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
28/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
28/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
28/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
28/01/2012,10.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
28/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
28/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.6,0.5,2,
28/01/2012,13.00,-0.1,-0.1,2,,0.5,0.5,2,
28/01/2012,14.00,Below detection limit,-0.1,3,,0.6,0.5,2,
28/01/2012,15.00,-0.1,-0.1,2,,0.6,0.6,2,
28/01/2012,16.00,Below detection limit,-0.1,3,,0.9,0.6,2,
28/01/2012,17.00,Below detection limit,-0.1,3,,1.4,0.7,2,
28/01/2012,18.00,-0.1,-0.1,2,,0.9,0.8,2,
28/01/2012,19.00,0.0,-0.1,2,,0.9,0.8,2,
28/01/2012,20.00,0.0,-0.1,2,,0.8,0.8,2,
28/01/2012,21.00,-0.1,-0.1,2,,0.8,0.9,2,
28/01/2012,22.00,0.0,0.0,2,,1.3,0.9,2,
28/01/2012,23.00,0.0,0.0,2,,1.7,1.1,2,
29/01/2012,0.00,0.3,0.0,2,,0.8,1.0,2,
29/01/2012,1.00,-0.1,0.0,2,,0.8,1.0,2,
29/01/2012,2.00,Below detection limit,0.0,3,,0.7,1.0,2,
29/01/2012,3.00,-0.1,0.0,2,,0.3,0.9,2,
29/01/2012,4.00,Below detection limit,0.0,3,,0.3,0.8,2,
29/01/2012,5.00,Below detection limit,0.0,3,,0.3,0.8,2,
29/01/2012,6.00,Below detection limit,0.0,3,,0.2,0.6,2,
29/01/2012,7.00,Below detection limit,0.0,3,,0.4,0.5,2,
29/01/2012,8.00,Below detection limit,-0.1,3,,0.5,0.4,2,
29/01/2012,9.00,Below detection limit,-0.1,3,,0.6,0.4,2,
29/01/2012,10.00,Below detection limit,-0.1,3,,0.5,0.4,2,
29/01/2012,11.00,Below detection limit,#DIV/0!,3,,0.6,0.4,2,
29/01/2012,12.00,Below detection limit,#DIV/0!,3,,0.7,0.5,2,
29/01/2012,13.00,-0.2,-0.2,2,,0.6,0.5,2,
29/01/2012,14.00,Below detection limit,-0.2,3,,0.6,0.5,2,
29/01/2012,15.00,-0.1,-0.1,2,,0.5,0.6,2,
29/01/2012,16.00,Below detection limit,-0.1,3,,0.5,0.6,2,
29/01/2012,17.00,Below detection limit,-0.1,3,,0.5,0.6,2,
29/01/2012,18.00,Below detection limit,-0.1,3,,0.4,0.5,2,
29/01/2012,19.00,Below detection limit,-0.1,3,,0.4,0.5,2,
29/01/2012,20.00,Below detection limit,-0.1,3,,0.5,0.5,2,
29/01/2012,21.00,Below detection limit,-0.1,3,,0.5,0.5,2,
29/01/2012,22.00,Below detection limit,-0.1,3,,0.6,0.5,2,
29/01/2012,23.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
30/01/2012,0.00,Below detection limit,#DIV/0!,3,,0.4,0.5,2,
30/01/2012,1.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
30/01/2012,2.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
30/01/2012,3.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
30/01/2012,4.00,Below detection limit,#DIV/0!,3,,0.3,0.4,2,
30/01/2012,5.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
30/01/2012,6.00,Below detection limit,#DIV/0!,3,,0.4,0.4,2,
30/01/2012,7.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
30/01/2012,8.00,Below detection limit,#DIV/0!,3,,0.5,0.4,2,
30/01/2012,9.00,Below detection limit,#DIV/0!,3,,0.6,0.4,2,
